000001010016C02AB  111*
030184010012S01CA  061 
030185010011R01AD  064 
030186010010D07XB  061 
030187010019D07XB  061 
030188010018S01CA  061 
030189010017H02AB  061 
030191010013N06CA  061 
030192010012N02AC  061 
030193010011H02BX  061 
030194010010P02CB  061 
030195010019H02BX  151 
030195010019R06AA  061 
030199010015C10BX  061 
030201010011S01B   101 
030207010015D01AC  061 
030208010014C10BX  061 
030210010010S01AA  061 
030211010019D07CB  061 
030213010017G01AA  061 
030214010016S02AA  061 
030215010015S02AA  061 
030216010014R01AB  061 
030217010013S02AA  061 
030220010018M02AX  061 
030224010014A03FA  061 
030225010013G01BF  101 
030226010012G01BF  084 
030228010010A01AB  061 
030230010016S01CA  101 
030232010014S01CA  061 
030236010010S01XA  061 
030239010017S01AX  061 
030242010012S01XA  061 
030243010011S01XA  061 
030252010019L01XY  061 
030254010017D01AC  061 
030259010012N02BE  061 
030260010019M01BA  061 
030262010017M01BA  061 
030263010016M03BA  061 
030264010015N06BA  061 
030267010012D01AC  061 
030268010011D02BA  061 
030273010014S01CA  061 
030274010013D07CB  061 
030275010012D07CB  061 
030276010011S01CA  061 
030277010010S01CA  061 
030278010019D07CB  061 
030279010018S01CA  061 
030280010015S01CA  061 
030281010014D07CB  061 
030292010011J01DB  061 
030293010010S02BA  061 
030294010019S02CA  061 
030295010018S01CA  061 
030296010017S01BB  061 
030297010016S01BB  061 
030298010015S01CA  061 
030299010014S01BA  061 
030300010011S01CA  061 
030302010019S01CA  061 
030303010018S02CA  061 
030314010015R02AA  061 
030315010014D01AE  061 
030317010012D01AE  061 
030320010017R01AD  101 
030329010018R05DB  061 
030338010017A03CA  061 
030340010013M01BA  061 
030341010012D07CB  061 
030343010010J01AA  061 
030354010016J05AR  061 
030355010015N02BB  061 
030358010012S02DA  061 
030362010016S02AA  061 
030364010014S02DA  061 
030365010013S02AA  061 
030369010019S02AA  061 
030370010016S02AA  061 
030371010015S01GA  061 
030374010012S02AA  061 
030375010011S02DA  061 
030376010010S02AA  061 
030377010019S02AA  061 
030378010018R05DA  061 
030379010017R05DA  061 
030380010014S01CA  061 
030381010013R05DA  061 
030384010010R05X   061 
030385010019R05X   061 
030388010016S01CA  061 
030391010011G04BX  132 
030391010011H02BX  061 
030392010010G01BF  101 
030395010017J01RA  151*
030395010017J02AC  083 
030395010017P01AB  061 
030396010016D01AE  061 
030399010013A01AD  061 
030403010017A01AA  061 
030404010016A01AB  061 
030406010014P03AC  061 
030407010013M01AX  061 
030409010011M01AX  102 
030410010018S02AA  061 
030411010017C05AA  061 
030412010016J01XB  061 
030413010015C05AA  061 
030416010012N01BA  061 
030417010011D01AE  061 
030418010010D08AX  061 
030421010015J01FA  061 
030422010014J01FA  061 
030426010010C04AX  061 
030427010019J01XX  061 
030428010018A03DB  061 
030433010011J01XX  061 
030434010010J01XX  061 
030436010018J01RA  061 
030437010017J01RA  061 
030438010016J01CA  061 
030439010015J01DB  061 
030440010012R03CC  061 
030442010010M01BA  061 
030443010019R03DA  061 
030444010018A03DC  061 
030445010017B02AA  061 
030446010016N02AC  061 
030447010015M01AG  061 
030448010014M03BC  061 
030449010013A03DA  061 
030449010013M01AG  104 
030450010019A03DA  061 
030451010018M01AG  061 
030452010017D01AE  061 
030453010016S01GA  061 
030454010015S01AB  061 
030455010014S01GA  061 
030456010013S01GA  061 
030457010012S01GA  061 
030458010011J01MB  061 
030460010017N01BA  061 
030461010016D07XC  061 
030463010014D06C   061 
030464010013D01AC  061 
030465010012R02AA  061 
030466010011D01AC  061 
030467010010N04AA  061 
030468010019N04AA  061 
030469010018J01MB  061 
030470010015N05AA  061 
030471010014N05AX  061 
030473010012R05DA  061 
030474010011R03DA  061 
030476010019R01BA  061 
030477010018S01GA  061 
030478010017R05D   061 
030480010013R01AB  151 
030484010019R05FA  061 
030486010017R05FA  061 
030487010016R05FA  061 
030488010015R05DA  061 
030489010014R01AA  061 
030491010010S01AX  061 
030492010019R01AB  061 
030494010017H02BX  061 
030496010015S01GA  061 
030498010013R05CB  061 
030499010012J01RA  061 
030501010018S01AA  061 
030505010014R01AB  061 
030509010010R01AA  061 
030510010017S01GA  061 
030511010016R01AB  061 
030512010015R01AB  061 
030515010012H02BX  061 
030518010019R06AK  061 
030521010014J05AX  061 
030524010011S02AA  061 
030525010010C05AA  061 
030526010019C05AA  061 
030527010018R05CB  061 
030534010019R05CB  061 
030535010018S01AA  061 
030539010014R05FA  061 
030540010011R05CA  061 
030541010010R05CB  061 
030543010018R05FA  061 
030544010017R05FA  061 
030545010016R05CA  061 
030546010015R05CA  061 
030547010014R05FB  061 
030548010013R05CA  061 
030549010012N02BE  123 
030549010012R05CA  061 
030550010018R05FA  061 
030552010016R05FB  061 
030553010015R05CA  061 
030554010014R05FA  061 
030555010013R05FB  151 
030556010012N01BA  061 
030557010011R01BA  061 
030558010010R05DA  061 
030559010019N02BE  111 
030561010015R05FA  061 
030565010011R05DB  061 
030567010019R05DB  061 
030568010018R05CB  061 
030570010014N02BE  061 
030571010013R05DA  061 
030572010012R05CB  061 
030575010019R05DA  061 
030576010018R05X   061 
030577010017P01AC  061 
030578010016P01AC  061 
030579010015P01AC  061 
030580010012N02BB  061 
030581010011S01CA  061 
030582010010H02BX  061 
030584010018B05BA  061 
030588010014B05BA  061 
030591010019R01AB  061 
030592010018G01AX  061 
030594010016N02BE  061 
030595010015A16AX  061 
030596010014A05BA  061 
030599010011M03BC  061 
030601010017D07CC  061 
030603010015R03DB  061 
030604010014M03BB  061 
030605010013H02BX  061 
030607010011M03BC  061 
030608010010N05CB  061 
030609010019D02AX  061 
030610010016D10AD  061 
030611010015C02LA  061 
030612010014S01CA  061 
030612010014S03CA  104 
030614010012S01GA  061 
030615010011S01CA  061 
030615010011S02CA  102 
030615010011S03CA  103 
030616010010S01CA  061 
030618010018S01GA  061 
030620010014A01AA  061 
030621010013D02BA  061 
030622010012D02BA  061 
030623010011D02AX  061 
030624010010D02BA  061 
030625010019D02BA  061 
030627010017D07CC  061 
030628010016D01AC  061 
030632010010M01AX  061 
030634010018D03AX  061 
030637010015A01AB  061 
030638010014A01AB  061 
030642010018A01AA  061 
030643010017R01BA  061 
030646010014S01GA  061 
030647010013S01XA  061 
030649010011D01AE  061 
030650010017S01CA  101 
030655010012D01AC  151 
030657010010S01AX  061 
030658010019R01AA  061 
030659010018S01GA  061 
030660010015S01XA  061 
030662010013S01AX  061 
030667010018D08AX  061 
030670010013A01AA  061 
030673010010R05DA  061 
030680010011D08AX  061 
030683010018N01AX  061 
030684010017D08AX  061 
030685010016D08AC  061 
030700010017D10AX  061 
030712010013D08AX  061 
030713010012V07AV  061 
030722010011A01AB  061 
030737010014R05CB  061 
030738010013S02DC  061 
030739010012D07XA  101 
030742010017R02AB  061 
030761010013P03AC  061 
030762010012P03BA  061 
030763010011N02AA  101 
030767010017N02AA  101 
030768010016N02AA  101 
030770010012A12AA  061 
030773010019A03FA  061 
030774010018S01B   061 
030775010017A02AF  061 
030778010014A03DC  061 
030779010013S02CA  061 
030780010010A03DA  151 
030784010016J01CE  061 
030786010014D07XA  101 
030790010018J01MB  061 
030792010016J01MB  061 
030795010013J01RA  061 
030797010011J01MB  061 
030800010016A01AB  061 
030801010015P01AX  061 
030802010014A02BD  141 
030803010013R05X   061 
030805010011J01MB  061 
030806010010J01AA  061 
030807010019J01AA  061 
030809010017J01EE  061 
030812010012A10BD  061 
030814010010M04AA  061 
030816010018M01A   061 
030817010017M01AE  061 
030823010019D07CA  101 
030824010018D07XA  061 
030828010014D02BA  061 
030829010013S01CA  082 
030829010013S03CA  061 
030830010010S01CA  061 
030831010019D07CA  061 
030834010016S03CA  061 
030835010015D07CA  061 
030836010014S01CA  061 
030837010013S01XA  061 
030840010018R01BA  061 
030843010015M03BA  061 
030844010014J01CA  061 
030845010013S02CA  061 
030847010011D01AE  061 
030852010013A01AA  061 
030890010017M03BX  061 
030891010016A05BA  061 
030893010014M04AX  061 
030905010010J01CR  061 
030906010019J01CR  061 
030912010011M02AA  061 
030917010016J01CR  061 
030920010011M01AX  061 
030928010013A03FA  061 
030929010012A02BC  061 
030930010019A03FA  061 
030942010015N06BX  061 
030945010012D02AX  061 
030960010012B03AE  061 
030970010010M01BX  061 
030971010019D07XA  061 
030974010016N05CM  061 
030975010015A11HA  061 
030978010012A11JA  061 
030981010017B03AE  061 
030982010016B03AE  061 
030983010015B03AE  061 
030984010014A11JB  151 
030986010012N06BX  061 
030988010010M01BA  101 
030991010015S01GA  061 
030994010012R01AX  061 
031000010012A01AA  061 
031004010018A12CX  061 
031017010013A13A   061 
031032010014A12CX  061 
031033010013A12CX  061 
031035010011A12CX  061 
031038010018J02AX  061 
031045010019A01AD  062 
031049010015A12CX  061 
031050010011V03AX  061 
031053010018D03AX  061 
031059010012C05AA  061 
031060010019S02CA  061 
031066010013V06AA  061 
031071010016A12CX  062 
031075010012G01AF  061 
031075010012P01AB  104 
031092010011G01AF  061 
031092010011P01AB  122 
031093010010A12AX  061 
031094010019A12AX  061 
031095010018A07DA  061 
031099010014B05XA  061 
031107010014A01AA  062 
031109010012A01AA  062 
031113010016A01AA  062 
031120010017B05XA  061 
031120010017S01XA  081 
031125010012M01AE  061 
031137010018S01XA  061 
031138010017V07AV  061 
031140010013D08AJ  061 
031142010011P01CX  061 
031143010010D04AB  061 
031148010015S01XA  061 
031149010014S01XA  061 
031150010010D07XA  061 
031151010019M01AE  061 
031156010014C01CA  061 
031158010012M01CX  061 
031160010018R05FA  061 
031200010010D07CC  061 
031201010019A01AA  061 
031204010016D07XC  061 
031205010015D07AC  061 
031206010014G01BF  061 
031208010012D07XC  061 
031209010011D07CC  061 
031210010018D07CC  061 
031211010017D07CC  061 
031212010016D07CC  061 
031213010015D07AC  061 
031218010010S02CA  061 
031219010019S02CA  061 
031220010016S02CA  061 
031221010015S02CA  061 
031223010013D07CA  061 
031224010012D01AC  151 
031225010011D07CC  061 
031226010010D07AC  061 
031227010019D01AC  061 
031229010017C05AA  061 
031230010014D07CC  061 
031230010014S02CA  082 
031231010013S01XA  061 
031233010011S01XA  061 
031253010016A03DA  061 
031254010015A03DA  101 
031255010014A02AX  061 
031256010013A02AX  061 
031265010012A01AB  081 
031265010012D08AX  061 
031267010010P01AA  061 
031271010014P01AC  061 
031272010013P01AB  061 
031273010012A02AX  061 
031275010010S03CA  061 
031277010018A03DA  061 
031278010017J01RA  061 
031279010016A03DA  061 
031279010016M01BX  103 
031280010013A02BA  061 
031282010011N02AC  061 
031283010010A03AX  061 
031304010015A11JA  061 
031306010013A12AX  062 
031311010016A12AX  061 
031318010019M01AX  061 
031320010015A12AX  061 
031324010011A12AX  061 
031326010019M05BB  061*
031336010017M05BB  061*
031338010015A12AX  061 
031340010011A01AA  061 
031342010019A12AX  061 
031343010018A12AX  061 
031345010016A12AX  061 
031346010015A12AX  061 
031347010014A12AX  061 
031362010014A06AG  061 
031367010019A01AB  061 
031375010019R05FA  061 
031377010017N02BE  061 
031382010010B03AE  061 
031383010019B03AE  061 
031384010018S01GA  061 
031385010017S01GA  061 
031386010016N06BX  061 
031387010015A13A   061 
031392010018A13A   061 
031393010017B03AE  061 
031396010014M01AX  061 
031403010015A13A   061 
031406010012M01BA  061 
031408010010S01XA  061 
031410010016A11HA  061 
031411010015N07AX  061 
031415010011M01AX  061 
031450010017D07CB  061 
031451010016J01EE  061*
031452010015J01EE  061 
031454010013R02AB  061 
031458010019R02AB  061 
031505010012N05CM  061 
031508010019A03DA  061 
031509010018M01A   061 
031510010015M01BX  061 
031511010014A03DA  061 
031513010012S01XA  061 
031516010019S01XA  061 
031520010013S01ED  061 
031534010017N01BB  061 
031535010016J01CA  061 
031544010015M03BA  061 
031545010014N02AC  061 
031547010012A03DA  061 
031552010014M01AX  061 
031553010013R05X   061 
031556010010R05X   061 
031595010013C04AX  061 
031596010012A01AC  061 
031597010011C05AA  061 
031598010010C05AA  061 
031599010019R01AD  061 
031602010014S01CA  101 
031651010014B05BA  061 
031676010015N06CA  061 
031683010016S02CA  061 
031685010014B05XA  061 
031693010014D07XA  061 
031698010019J01CA  061 
031699010018J01CA  061 
031707010018J01CR  061 
031708010017J01CA  061 
031717010016J01CA  061 
031719010014J01CR  061 
031720010011J01RA  061 
031722010019J01CA  142 
031722010019J01CR  061 
031724010017J01CA  061 
031732010017J01CA  061 
031734010015J01CA  061 
031737010012A03FA  061 
031741010016A09AA  061 
031742010015A02AF  061 
031748010019A03FA  061 
031749010018A02BA  061 
031750010014A02AF  061 
031772010018N01BB  061 
031773010017L01XA  061 
031778010012L01XA  061 
031799010017M02AC  062 
031814010018D11AF  061 
031855010018S01XA  061 
031856010017S01BC  061 
031860010011S01ED  061 
031861010010S01AA  061 
031862010019S01XA  061 
031864010017S01AX  061 
031865010016S03AA  061 
031888010019V07AS  061 
031897010018D03AX  061 
031898010017A07XA  061 
031899010016A07XA  061 
031901010012A07DA  061 
031904010019A09AA  061 
031914010017A09AA  061 
031916010015A09AA  061 
031917010014B01AD  061 
031920010019M01AB  152 
031920010019M09AB  061 
031921010018J01AA  061 
031924010015S01XA  061 
031927010012S01XA  061 
031932010015B01AC  061 
031934010013C10BX  061*
031935010012N02BA  061 
031936010011N02BA  101 
031940010015N02BA  061 
031941010014D11AX  101 
031946010019M01BA  061 
031947010018D11AX  101 
031950010012D11AX  061 
031951010011D03AX  061 
031952010010S01GX  061 
031976010012P03AX  061 
031978010010B01AC  061 
031980010016D01AE  061 
031981010015C05BA  061 
031982010014A02BX  061 
031986010010N02AB  101 
031987010019N02BA  061 
031989010017D08AE  061 
031992010012P03AA  061 
031994010010L01CD  061 
032003010017A03FA  061 
032005010015A02AF  061 
032006010014G01AF  061 
032007010013D01AC  061 
032009010011A03AX  061 
032022010014N02BA  061 
032025010011M03BA  101 
032027010019M01AX  061 
032030010014D02AX  061 
032046010016B01AC  061 
032051010018R01AA  061 
032053010016N02BE  101 
032057010012M02AA  061 
032065010012N02BA  061 
032067010010H02BX  101 
032068010019R05DA  061 
032070010015A12AX  061 
032081010012A16AA  061 
032081010012S01XA  073 
032085010018A11GB  061 
032101010018R02AD  061 
032114010013A11GB  062 
032116010011B02BA  061 
032117010010B02BA  061 
032118010019A11GB  061 
032125010010R02AA  061 
032128010017S01XA  061 
032138010015D02BA  061 
032139010014A11JA  061 
032141010010S01ED  061 
032149010012L03AB  061 
032150010018A12AX  061 
032152010016B03AE  061 
032154010014A03BA  061 
032155010013A12AX  061 
032156010012M01AX  061 
032162010014B05XX  061 
032179010015A16AA  061 
032194010016A11EX  061 
032195010015A11EX  061 
032201010017V06DX  061 
032206010012S01XA  061 
032233010019M01AE  062 
032238010014B03AE  061 
032338010013A11AA  061 
032361010013A11BA  061 
032447010011A11JB  061 
032471010010B03AE  061 
032473010018A11EX  061 
032482010017A11JA  061 
032483010016A11EB  061 
032484010015A11EX  061 
032488010011A11EX  061 
032492010015A11JA  061 
032496010011A11AA  061 
032497010010A11EB  151 
032499010018A11EX  061 
032505010010A11AA  061 
032507010018A11EX  061 
032509010016A11EX  061 
032526010015A11AA  061 
032527010014A11BA  061 
032622010018A11JA  061 
032625010015B03AE  061 
032638010010A11AA  061 
032639010019B03AE  061 
032687010010A11AA  061 
032699010016A11EX  061 
032728010011B03AE  061 
032742010013A11AA  061 
032748010017N06BX  061 
032781010015A11AA  061 
032797010017A11AA  061 
032829010019A11AA  061 
032849010015A11JA  061 
032854010017B03AE  061 
032863010016V06DX  061 
032876010011B03AE  061 
032877010010A11EB  061 
032879010018B03AE  061 
032894010019A11AA  061 
032895010018A11AA  061 
032897010016A11EB  061 
032898010015B03AE  061 
032904010017B03AE  061 
032906010015B03AE  061 
032914010015A11EX  061 
032919010010B03AE  061 
032923010014A11EC  061 
032924010013B03AE  061 
032925010012B03AE  061 
032926010011B03AE  061 
032928010019B03AE  061 
032929010018B03AE  061 
032930010015B03AE  061 
032931010014A11EB  061 
032934010011B03AE  061 
032941010012B03AE  061 
032944010019B03AE  061 
032945010018B03AE  061 
032947010016B03AE  061 
032948010015B03AE  061 
032949010014B03AE  061 
032952010018B03AE  061 
032957010013A11JC  061 
032958010012B03AE  061 
032961010017B03AE  061 
032965010013B03AE  061 
032968010010B03AE  061 
032970010016A13A   061 
032971010015A16AX  061 
032972010014N06AX  061 
032975010011B03AE  061 
033001010017A11AA  061 
033012010014B03AE  061 
033021010013A11EB  061 
033023010011B03AE  061 
033024010010B03AE  061 
033025010019A11AA  061 
033026010018B03AE  061 
033027010017A11JA  061 
033028010016A11EB  061 
033029010015A11EX  061 
033032010010B03AE  061 
033033010019A11AA  061 
033037010015A11EX  061 
033038010014A15    061 
033039010013B03AE  061 
033044010016B03AE  061 
033045010015B03AE  061 
033046010014B03AE  061 
033047010013B03AE  061 
033052010015A11AA  061 
033055010012A11BA  061 
033059010018A11EC  061 
033061010014B03AE  061 
033062010013B03AE  061 
033065010010A11EB  061 
033067010018A11JC  061 
033072010011A11JB  141 
033072010011A12AX  132 
033076010017A11EB  061 
033080010011A11EB  061 
033082010019B03AE  061 
033083010018B03AE  061 
033086010015A11AA  061 
033089010012A11AA  061 
033090010019H02BX  061 
033097010012B03AE  061 
033111010014A11BA  061 
033113010012A11AA  061 
033133010018B03AE  061 
033135010016D02BA  061 
033136010015M01AX  061 
033170010012M01BX  061 
033171010011M01AX  061 
033191010017M01AX  061 
033216010018A11AA  061 
033218010016B03AE  061 
033237010013M01AX  061 
033238010012M01AX  061 
033240010018A11JB  061 
033246010012M01AX  061 
033267010016M01AX  061 
033268010015D11AX  061 
033272010019B03AE  061 
033273010018B03AE  061 
033276010015B03AE  061 
033278010013B03AE  061 
033279010012B03AE  061 
033280010019A11AA  061 
033282010017A11AA  061 
033289010010B03AE  061 
033290010017B03AE  061 
033291010016A11EX  061 
033293010014B03AE  061 
033294010013A11BA  061 
033295010012B03AE  061 
033301010014B03AE  061 
033304010011B03AE  061 
033305010010B03AE  061 
033308010017B03AE  061 
033309010016B03AE  061 
033310010013B03AE  061 
033312010011B03AE  061 
033314010019B03AE  061 
033316010017B03AE  061 
033322010019B03AE  061 
033326010015B03AE  061 
033327010014B03AE  061 
033328010013B03AE  061 
033331010018N02BE  061 
033332010017R02AB  061 
033334010015A13A   061 
033341010016M01AX  061 
033342010015A13A   061 
033344010013R05FA  061 
033345010012N02BE  061 
033348010019A16AX  061 
033349010018A11JA  061 
033351010013V06AA  061 
033353010011V03AE  061 
033356010018N02BA  061 
033357010017M01AX  061 
033360010012M01AC  061 
033361010011A11JA  061 
033362010010B03AE  061 
033363010019A11AB  061 
033376010014A11EX  061 
033384010014A06AB  061 
033385010013A13A   073 
033385010013B05XB  061 
033386010012B03AE  061 
033387010011B03AE  061 
033390010016A11GB  061 
033394010012M09AX  061 
033398010018A12AX  061 
033399010017A11BA  061 
033411010011B03AE  061 
033413010019B03AE  061 
033420010010S01AX  061 
033422010018N02BB  061 
033426010014D08AD  061 
033427010013S01AX  061 
033428010012S01AX  061 
033429010011S01AX  061 
033433010015B03AE  061 
033434010014R02AD  061 
033435010013A02AB  061 
033436010012A11GB  061 
033437010011R02AA  061 
033438010010R02AA  061 
033460010011S01XA  061 
033461010010J01DB  061 
033467010014A13A   062 
033476010013M01BX  061 
033477010012B03AE  061 
033484010013N02BE  061 
033486010011R05FA  061 
033487010010R02AD  061 
033492010013R05DA  061 
033493010012N02BE  061 
033494010011N02BE  061 
033500010013N02BE  061 
033502010011N02BE  061 
033504010019N02BE  061 
033507010016S01CA  061 
033509010014A03CA  061 
033510010011A03CA  061 
033512010019S01XA  061 
033513010018D06AX  061 
033515010016R02AB  061 
033525010014B05BB  061 
033526010013B05BB  062 
033535010012B05BB  061 
033537010010D02AX  061 
033543010012J01RA  061 
033545010010M01BX  061 
033546010019A14AA  061 
033547010018A14AA  061 
033549010016R05FB  061 
033550010012R05CA  061 
033551010011M02AX  062 
033556010016D07CC  151 
033557010015D07CC  061 
033559010013A13A   061 
033561010019A01AB  061 
033562010018G01AF  061 
033563010017A07AA  092 
033563010017P01AB  061 
033564010016P01AB  061 
033565010015N05CX  061 
033566010014N02BE  061 
033569010011M01AX  061 
033570010018N03AX  142 
033570010018N07AX  061 
033574010014D04AB  061 
033575010013D08AJ  093 
033575010013N01BB  061 
033576010012R02AA  061 
033581010015N01BA  061 
033583010013D06AX  061 
033584010012S02AA  061 
033586010010S02CA  061 
033589010017S02CA  061 
033590010014S02CA  061 
033591010013S02CA  061 
033592010012R02AA  061 
033594010010A01AD  061 
033595010019N01BB  061 
033598010016R02AB  061 
033599010015S01CA  061 
033599010015S02CA  151 
033600010012R02AB  061 
033601010011D06AX  061 
033603010019S02CA  061 
033606010016A01AA  061 
033606010016D04AB  121 
033609010013A01AD  073 
033609010013N01BB  061 
033610010010N01BB  061 
033611010019S01KA  061 
033612010018A01AD  151 
033612010018N01BB  061 
033615010015M01AB  061 
033616010014S01CC  061 
033617010013D08AJ  061 
033623010015D04AB  061 
033624010014N01BB  061 
033625010013J01GB  061 
033626010012S02DA  061 
033641010013N01BB  061 
033641010013N02BE  124 
033644010010D01AE  061 
033645010019D01AE  061 
033646010018D01AC  061 
033647010017D02BA  061 
033649010015A13A   061 
033691010012S02AA  061 
033693010010R05DA  061 
033696010017R05FA  061 
033697010016R05D   061 
033698010015R05FA  061 
033699010014R05DA  061 
033700010011R05DA  061 
033701010010R05DA  061 
033702010019R05D   061 
033707010014R05FA  061 
033709010012R05DA  061 
033711010018R05DA  061 
033715010014R05DA  061 
033716010013R05FA  061 
033717010012R05FA  061 
033719010010R05DA  061 
033721010016R01AD  061 
033735010010R05DA  061 
033736010019R01AB  061 
033740010013R05CA  061 
033741010012C05AD  061 
033745010018R01AB  061 
033748010015R05DA  061 
033749010014R01BA  061 
033760010018R05X   061 
033762010016G04BE  061 
033763010015R05DB  061 
033764010014R05FA  061 
033765010013R05DA  061 
033766010012R05DA  061 
033777010019R05DA  061 
033779010017R05CA  061 
033781010013R01AB  061 
033784010010R05CA  061 
033787010017R01AB  062 
033788010016R01AB  091 
033789010015R01AB  061 
033791010011S01GA  061 
033792010010S02BA  061 
033793010019R05DA  061 
033799010013R01AB  061 
033804010016R05DB  151 
033805010015R03CA  062 
033807010013R05CA  061 
033809010011R05CA  061 
033813010015R05X   061 
033814010014N01BB  061 
033818010010R05CA  061 
033819010019R01AB  061 
033822010014R05FA  062 
033842010010R03CA  061 
033843010019R05CA  061 
033845010017R01BA  061 
033846010016R05DA  061 
033851010018R05CA  061 
033852010017R05CA  061 
033854010015R05CA  061 
033855010014R05CA  061 
033857010012R05CA  061 
033863010014R01BA  061 
033864010013R05X   061 
033865010012R05DA  061 
033866010011R05DA  061 
033878010017B05BA  061 
033897010014B05BB  062 
033899010012B05BB  062 
033899010012B05Z   151 
033921010014S01XA  062 
033941010010B05BA  062 
033950010018B05BA  062 
033952010016B05BA  062 
033956010012B05BA  061 
033957010011B05BA  061 
033964010012A07CA  062 
033976010018A01AD  062 
034002010014M01AX  061 
034004010012M01AX  061 
034012010012B05BB  061 
034030010010B05BB  062 
034031010019A07CA  063 
034031010019B05BB  062 
034032010018B05BB  061 
034042010016B05BA  061 
034048010010M01AB  061 
034049010019M01AB  111 
034050010015J01CA  061 
034051010014M03BX  061 
034052010013M01BX  061 
034053010012J01CA  061 
034058010017P03AC  061 
034059010016P03AC  061 
034061010012P03AC  061 
034062010011P03AC  061 
034064010019P03AC  061 
034067010016N05CX  061 
034068010015P03AC  061 
034069010014P03AC  061 
034072010019N02AX  101 
034073010018N02AA  101 
034074010017M01AE  061 
034075010016M03BX  061 
034248010018R01AD  101 
034252010011A14AA  061 
034257010016N01BA  061 
034258010015N06BX  061 
034266010015G03BA  061 
034270010019N02BB  061 
034272010017A13A   061 
034273010016B05XC  061 
034275010014A13A   061 
034282010015S02A   061 
034290010015A12CX  062 
034292010013A12CX  061 
034294010011A13A   061 
034295010010A13A   061 
034298010017P01AB  061 
034299010016J01RA  151*
034300010013A02BC  061 
034301010012A07AA  102 
034301010012J01RA  151*
034301010012S01AE  142 
034303010010P01AB  061 
034304010019J01RA  151*
034305010018J01RA  141*
034308010015A13A   061 
034310010011N01BA  061 
034311010010M01AX  061 
034312010019M02AX  062 
034327010012C01AA  061 
034330010017N05C   061 
034333010014A07AB  061 
034335010012N03AB  061 
034338010019R05CB  061 
034339010018A02BX  061 
034344010011A03CB  062 
034345010010P01AB  061 
034346010019G01AF  061 
034347010018G01AF  074 
034347010018P01AB  061 
034348010017G01AF  082 
034348010017P01AB  061 
034349010016A02BD  061 
034350010012A02BD  061 
034351010011A02BD  061 
034352010010G01AF  061 
034353010019A02BD  061 
034355010017A02BD  061*
034356010016A07AA  102 
034356010016J01MA  061 
034356010016P01AB  103 
034357010015J02AC  061 
034358010014A07AX  061 
034358010014J01RA  151*
034359010013A06AB  061 
034360010010A06AB  061 
034363010017A02AX  061 
034368010012R03DA  061 
034373010015M01AG  061 
034374010014A03DA  061 
034375010013A10BD  061 
034378010010N05CB  061 
034379010019N03AA  061 
034381010015A03EA  061 
034385010011A03EA  061 
034389010017C07FB  061 
034390010014N03AA  061 
034391010013M01AE  061 
034393010011N02BE  151 
034394010010C01DA  061 
034395010019A03EA  061 
034397010017D01AC  151 
034398010016D07CD  061 
034399010015D01AC  151 
034400010012D01AC  061 
034400010012J02AC  141 
034403010019R05FA  061 
034406010016L01BC  061 
034409010013S01XA  061 
034412010018L01BC  061 
034413010017G01AF  061 
034455010016J01XX  061 
034456010015J01MA  061 
034457010014R05CB  061 
034458010013J01CA  061 
034459010012R05CB  151 
034460010019R05CB  061 
034463010016J01FA  061 
034465010014R05CB  061 
034466010013J01MA  061 
034469010010C01DA  061 
034478010019M03BA  061 
034479010018M03BA  061 
034481010014D10AD  151 
034482010013R03DA  061 
034484010011R03DB  061 
034485010010R03DA  061 
034492010011D07CD  101 
034499010014D01AE  061 
034501010010D11AX  061 
034504010017D11AX  061 
034507010014D11AX  061 
034509010012C09BA  061 
034512010017S01ED  061 
034513010016J01RA  061 
034518010011J01AA  061 
034520010017S02AA  061 
034521010016C04AE  061 
034528010019A11JA  062 
034537010018A03EA  061 
034538010017N06CA  061 
034539010016C07AB  061 
034540010013N06CA  061 
034542010011C07FB  061 
034543010010C07FB  061 
034544010019R05CB  061 
034546010017M01AE  061 
034548010015J05AR  061*
034549010014J05AR  061 
034550010010J05AR  061 
034551010019J01RA  151 
034552010018J01E   061 
034553010017N02CA  061 
034554010016A03AX  061 
034557010013A03AB  061 
034560010018P01A   061 
034561010017A03AX  061 
034563010015A03DB  061 
034566010012A07AA  061 
034567010011A03DB  061 
034568010010A03AX  061 
034573010013M03BB  061 
034574010012M03BB  061 
034575010011N02BE  061 
034576010010A03DA  061 
034578010018D01AE  061 
034581010013D06AX  061 
034584010010D03BA  061 
034591010011D08AK  061 
034592010010C05BA  061 
034600010010C09BB  061 
034601010019C08CA  061 
034602010018N02BB  061 
034603010017M01AE  061 
034605010015P02CB  061 
034607010013A03DB  061 
034609010011M02AA  061 
034668010019J01CA  061 
034672010013D07XC  061 
034673010012P01AB  061 
034676010019D07CC  061 
034678010017G01AF  061 
034678010017P01AB  074 
034679010016M01BX  061 
034680010013M01AB  061 
034682010011J01CA  061 
034684010019J01DC  061 
034685010018J01FA  061 
034689010014A11DA  061 
034691010010A11JA  061 
034692010019A05BA  061 
034693010018D01AC  061 
034694010017M03BC  061 
034695010016C01CA  061 
034696010015R01A   061 
034698010013S01AX  061 
034699010012S01GX  061 
034700010019R05DA  061 
034701010018R03AL  141 
034702010017J01CR  061 
034703010016N01BB  061 
034704010015R03AL  141 
034705010014M02AX  061 
034706010013L01DC  061 
034707010012C10BA  061 
034708010011S01CA  061 
034709010010A07AA  061 
034711010016J01RA  061 
